,episode,title,beach,bridge,building,bushes,clouds,fence,flowers,fog,framed,grass,lake,mountain,night,ocean,path,river,rocks,snow,sun,tree,waterfall
204,S16E10,That Time Of Year,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
205,S16E11,Waterfall Wonder,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1
206,S16E12,Mighty Mountain Lake,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0
207,S16E13,Wooded Stream Oval,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0
208,S17E01,Golden Mist Oval,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0
209,S17E02,The Old Home Place,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
210,S17E03,Soothing Vista,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0
211,S17E04,Stormy Seas,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
212,S17E05,Country Time,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0
213,S17E06,A Mild Winter'S Day,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
214,S17E07,Spectacular Waterfall,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1
215,S17E08,View From The Park,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
216,S17E09,Lake View,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0
217,S17E10,Old Country Mill,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1
218,S17E11,Morning Walk,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
219,S17E12,Nature'S Splendor,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
220,S17E13,Mountain Beauty,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0
221,S18E01,Half-Oval Vignette,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0
222,S18E02,Absolutely Autumn,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
223,S18E03,Mountain Seclusion,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0
224,S18E04,Crimson Oval,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1
225,S18E05,Autumn Exhibition,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
226,S18E06,Majestic Peaks,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
227,S18E07,Golden Morning Mist,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
228,S18E08,Winter Lace,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0
229,S18E09,Seascape Fantasy,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
230,S18E10,Double Oval Stream,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
231,S18E11,Enchanted Forest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
232,S18E12,Southwest Serenity,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
233,S18E13,Rippling Waters,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1
234,S19E01,Snowfall Magic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
235,S19E02,Quiet Mountain Lake,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0
236,S19E03,Final Embers Of Sunlight,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0
237,S19E04,Snowy Morn,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
238,S19E05,Camper'S Haven,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0
239,S19E06,Waterfall In The Woods,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1
240,S19E07,Covered Bridge Oval,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0
241,S19E08,Scenic Seclusion,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1
242,S19E09,Ebb Tide,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
243,S19E10,After The Rain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
244,S19E11,Winter'S Elegance,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0
245,S19E12,Evening'S Peace,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
246,S19E13,Valley Of Tranquility,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1
247,S20E01,Mystic Mountain,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
248,S20E02,New Day'S Dawn,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0
249,S20E03,Pastel Winter,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
250,S20E04,Hazy Day,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0
251,S20E05,Divine Elegance,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0
252,S20E06,Cliffside,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
253,S20E07,Autumn Fantasy,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
254,S20E08,The Old Oak Tree,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
255,S20E09,Winter'S Paradise,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0
256,S20E10,Days Gone By,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
257,S20E11,Change Of Seasons,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
258,S20E12,Hidden Delight,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0
259,S20E13,Double Take,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0
260,S21E01,Valley View,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
261,S21E02,Tranquil Dawn,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0
262,S21E03,Royal Majesty,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1
263,S21E04,Serenity,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1
264,S21E05,Cabin At Trail'S End,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
265,S21E06,Mountain Rhapsody,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0
266,S21E07,Wilderness Cabin,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
267,S21E08,By The Sea,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0
268,S21E09,Indian Summer,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
269,S21E10,Blue Winter,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0
270,S21E11,Desert Glow,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
271,S21E12,Lone Mountain,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0
272,S21E13,Florida'S Glory,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
273,S22E01,Autumn Images,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
274,S22E02,Hint Of Springtime,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1
275,S22E03,Around The Bend,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0
276,S22E04,Countryside Oval,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0
277,S22E05,Russet Winter,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
278,S22E06,Purple Haze,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1
279,S22E07,Dimensions,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
280,S22E08,Deep Wilderness Home,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1
281,S22E09,Haven In The Valley,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0
282,S22E10,Wintertime Blues,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
283,S22E11,Pastel Seascape,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
284,S22E12,Country Creek,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
285,S22E13,Silent Forest,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
286,S23E01,Frosty Winter Morn,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
287,S23E02,Forest Edge,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
288,S23E03,Mountain Ridge Lake,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0
289,S23E04,Reflections Of Gold,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0
290,S23E05,Quiet Cove,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0
291,S23E06,River'S Peace,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1
292,S23E07,At Dawn'S Light,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
293,S23E08,Valley Waterfall,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,1
294,S23E09,Toward Day'S End,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
295,S23E10,Falls In The Glen,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1
296,S23E11,Frozen Beauty In Vignette,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
297,S23E12,Crimson Tide,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
298,S23E13,Winter Bliss,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0
299,S24E01,Gray Mountain,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
300,S24E02,Wayside Pond,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
301,S24E03,Teton Winter,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
302,S24E04,Little Home In The Meadow,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
303,S24E05,A Pretty Autumn Day,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0
304,S24E06,Mirrored Images,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0
305,S24E07,Back Country,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
306,S24E08,Graceful Waterfall,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1
307,S24E09,Icy Lake,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0
308,S24E10,Rowboat On The Beach,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0
309,S24E11,Portrait Of Winter,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0
310,S24E12,The Footbridge,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0
311,S24E13,Snowbound Cabin,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
312,S25E01,Hide-A-Way Cove,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
313,S25E02,Enchanted Falls Oval,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
314,S25E03,Not Quite Spring,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0
315,S25E04,Splashes Of Autumn,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
316,S25E05,Summer In The Mountain,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
317,S25E06,Oriental Falls,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1
318,S25E07,Autumn Palette,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
319,S25E08,Cypress Swamp,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
320,S25E09,Downstream View,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0
321,S25E10,Just Before The Storm,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
322,S25E11,Fisherman'S Paradise,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
323,S25E12,Desert Hues,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
324,S25E13,The Property Line,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
325,S26E01,In The Stillness Of Morning,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
326,S26E02,Delightful Meadow Home,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
327,S26E03,First Snow,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0
328,S26E04,Lake In The Valley,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,1,0
329,S26E05,Trace Of Spring,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0
330,S26E06,Arctic Winter Day,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0
331,S26E07,Snow Birch,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
332,S26E08,Early Autumn,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0
333,S26E09,Tranquil Wooded Stream,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
334,S26E10,Purple Mountain Range,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
335,S26E11,Storm'S A Comin',1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
336,S26E12,Sunset Aglow,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
337,S26E13,Evening At The Falls,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1
338,S27E01,Twilight Beauty,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0
339,S27E02,Angler'S Haven,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0
340,S27E03,Rustic Winter Woods,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
341,S27E04,Wilderness Falls,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,1
342,S27E05,Winter At The Farm,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
343,S27E06,Daisies At Dawn,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0
344,S27E07,Spectacular View,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
345,S27E08,Daybreak,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
346,S27E09,Island Paradise,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0
347,S27E10,Sunlight In The Shadows,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0
348,S27E11,Splendor Of A Snowy White,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
349,S27E12,Forest River,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0
350,S27E13,Golden Glow Of Morning,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0
351,S28E01,Fisherman'S Trail,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
352,S28E02,To A Warm Winter,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0
353,S28E03,Under Pastel Skies,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
354,S28E04,Golden Rays Of Sunlight,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
355,S28E05,Magic Of Fall,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
356,S28E06,Glacier Lake,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0
357,S28E07,The Old Weathered Barn,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
358,S28E08,Deep Forest Falls,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
359,S28E09,Winter'S Grace,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
360,S28E10,Splendor Of Autumn,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0
361,S28E11,Tranquil Seas,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
362,S28E12,Mountain Serenity,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0
363,S28E13,Home Before Nightfall,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
364,S29E01,Island In The Wilderness,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
365,S29E02,Autumn Oval,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0
366,S29E03,Seasonal Progression,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,1,0
367,S29E04,Light At The Summit,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0
368,S29E05,Countryside Barn,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
369,S29E06,Mountain Lake Falls,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1
370,S29E07,Cypress Creek,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
371,S29E08,Trapper'S Cabin,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
372,S29E09,Storm On The Horizon,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
373,S29E10,Pot 'O Posies,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
374,S29E11,Perfect Winter'S Day,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
375,S29E12,Aurora'S Dance,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0
376,S29E13,The Woodman'S Retreat,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
377,S30E01,Babbling Brook,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1
378,S30E02,Woodgrain View,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0
379,S30E03,Winter'S Peace,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
380,S30E04,Wilderness Trail,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
381,S30E05,Copper Winter,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
382,S30E06,Misty Foothills,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
383,S30E07,Through The Window,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
384,S30E08,Home In The Valley,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
385,S30E09,Mountains Of Grace,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
386,S30E10,Seaside Harmony,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
387,S30E11,Cold Spring Day,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
388,S30E12,Evening'S Glow,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0
389,S30E13,Blue Ridge Falls,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1
390,S31E01,Reflections Of Calm,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
391,S31E02,Before The Snowfall,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
392,S31E03,Winding Stream,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0
393,S31E04,Tranquility Cove,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0
394,S31E05,Cabin In The Hollow,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0
395,S31E06,View From Clear Creek,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
396,S31E07,Bridge To Autumn,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
397,S31E08,Trail'S End,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
398,S31E09,Evergreen Valley,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0
399,S31E10,Balmy Beach,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
400,S31E11,Lake At The Ridge,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0
401,S31E12,In The Midst Of Winter,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0
402,S31E13,Wilderness Day,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
